node_use, park_name, items_name, easting, node_id, description, item_id, ogc_fid, pr_no, longitude, latitude, northing, nodes_name, item_type
"RECREATION NODE","LES ATKINSON PARK",null,"505,101.56","19,135","Half Basketball","4,235",54297,"D0572",153.0516883,-27.58284837,"6,949,005.19","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","BASKETBALL/NETBALL FACILITY"
"RECREATION ACCESS","LES ATKINSON PARK",null,"505,559.87","20,107","pedestrian","115,259",54308,"D0572",153.0563319,-27.5829549,"6,948,993.19","LES ATKINSON PK PATH & BIKEWAY NETWORK","BIKEWAY"
"BALANCE OF PARK","LES ATKINSON PARK",null,"505,140.76","19,136","Stones Rd footpath","4,196",54309,"D0572",153.0520848,-27.58140006,"6,949,165.60","BALANCE OF PARK","BIKEWAY"
"RECREATION ACCESS","LES ATKINSON PARK",null,"505,296.63","20,107","Bikeway","4,193",54310,"D0572",153.0536643,-27.58198149,"6,949,101.13","LES ATKINSON PK PATH & BIKEWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","LES ATKINSON PARK",null,"505,667.21","20,107","Woff st access path","115,260",54311,"D0572",153.0574196,-27.58330148,"6,948,954.75","LES ATKINSON PK PATH & BIKEWAY NETWORK","BIKEWAY"
"PLAYGROUND NODE","LES ATKINSON PARK",null,"505,636.24","19,144",null,"115,378",54340,"D0572",153.0571066,-27.58489141,"6,948,778.65","PENDANA PLAYGROUND (WOFF ST)","CLIMBING WALL"
"RECREATION NODE","LES ATKINSON PARK",null,"505,067.06","19,135","Sure-Play - Spring Up Bar","33,852",54377,"D0572",153.0513387,-27.58277655,"6,949,013.16","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,075.81","19,135","Sure-Play - Chin Bar","33,855",54378,"D0572",153.0514274,-27.58278265,"6,949,012.48","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,079.31","19,135","Sure-Play - Sit Up Bench","33,853",54379,"D0572",153.0514628,-27.58277569,"6,949,013.25","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,069.78","19,135","Sure-Play - Parallel Bar","33,858",54380,"D0572",153.0513663,-27.5827871,"6,949,011.99","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,072.70","19,135","Sure-Play - Balance Beam","33,859",54381,"D0572",153.0513959,-27.58278619,"6,949,012.09","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,082.61","19,135","Sure-Play - Leg Stretch Set","33,857",54382,"D0572",153.0514963,-27.58276863,"6,949,014.03","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,079.99","19,135","Wall and court area","24,886",54539,"D0572",153.0514696,-27.58258529,"6,949,034.34","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","REBOUND WALL"
"RECREATION NODE","LES ATKINSON PARK",null,"505,096.90","19,135","basketball hoop","115,217",54540,"D0572",153.0516411,-27.58286599,"6,949,003.24","BEENLEIGH RD ACTIVITY SPACE & FITNESS STATION","RECREATION FACILITY COMPONENT"
"RECREATION NODE","LES ATKINSON PARK",null,"505,645.45","19,141","Shallow concrete bowl","4,236",54573,"D0572",153.0571994,-27.58383737,"6,948,895.40","WOFF ST SKATE FACILITY","SKATE FACILITY"
"SPORTING NODE","LES ATKINSON PARK",null,"505,662.82","19,143","football goalpost","115,338",54614,"D0572",153.0573742,-27.58156581,"6,949,147.01","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","LES ATKINSON PARK",null,"505,606.09","19,143","football goalpost","115,340",54615,"D0572",153.0567989,-27.58056043,"6,949,258.40","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","LES ATKINSON PARK",null,"505,695.37","19,143","football goalpost","115,341",54616,"D0572",153.0577037,-27.58096234,"6,949,213.84","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","LES ATKINSON PARK",null,"505,571.30","19,143","football goalpost","115,339",54617,"D0572",153.0564467,-27.58108663,"6,949,200.13","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","LES ATKINSON PARK","SOUTHS SUNNYBANK RUGBY LEAGUE","505,711.86","19,143","Sth Sunnybank Clubhouse","61,827",54618,"D0572",153.0578705,-27.58037772,"6,949,278.59","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","LES ATKINSON PARK",null,"505,616.07","19,143","Rugby League Field 2","70,318",54619,"D0572",153.0569005,-27.58134771,"6,949,171.19","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORTING FIELD"
"SPORTING NODE","LES ATKINSON PARK",null,"505,653.17","19,143","Jim Murdoch Oval (Rugby League field 1)","4,255",54620,"D0572",153.057276,-27.58074856,"6,949,237.54","STH SUNNYBANK RUGBY LEAGUE FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,017.68","19,181","goal","122,978",54735,"D0574",153.0711069,-27.59018618,"6,948,191.44","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,015.08","19,181","goal","122,980",54736,"D0574",153.0710811,-27.59105901,"6,948,094.76","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,949.41","19,181","score board","122,343",54737,"D0574",153.0704154,-27.59061491,"6,948,143.99","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,962.29","19,181","goal","122,979",54738,"D0574",153.0705465,-27.59154579,"6,948,040.87","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,002.08","19,181","goal","122,977",54739,"D0574",153.0709493,-27.59099859,"6,948,101.46","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,923.32","19,181","goal","122,976",54740,"D0574",153.0701507,-27.59008059,"6,948,203.19","STHS UNITED SOCCER FACILITY","SPORT FACILITY COMPONENT"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,859.23","19,181","Souths United Soccer Club","125,813",54741,"D0574",153.0695016,-27.59049286,"6,948,157.56","STHS UNITED SOCCER FACILITY","SPORTING CLUBHOUSE"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,918.48","19,181","memorial soccer field","125,826",54742,"D0574",153.0701025,-27.59134867,"6,948,062.73","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,009.95","19,181","Soccer field (Jr)","125,821",54743,"D0574",153.0710293,-27.59133781,"6,948,063.88","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,966.35","19,181","Soccer  field (Jr)","125,820",54744,"D0574",153.0705875,-27.59132233,"6,948,065.62","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,009.80","19,181","soccer field (duplicates 44480)","125,819",54745,"D0574",153.0710273,-27.59058688,"6,948,147.06","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,911.10","19,181","Soccer field (duplicates 44479)","125,816",54746,"D0574",153.0700272,-27.59054369,"6,948,151.90","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"507,010.00","19,181","Soccer field 2","44,480",54747,"D0574",153.0710293,-27.59058742,"6,948,147.00","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"SPORTING NODE","WAKERLEY PARK (RUNCORN)",null,"506,911.00","19,181","Bill Ardill Memorial Field (Soccer)","44,479",54748,"D0574",153.0700262,-27.59054279,"6,948,152.00","STHS UNITED SOCCER FACILITY","SPORTING FIELD"
"PLAYGROUND NODE","WAKERLEY PARK (RUNCORN)",null,"506,840.73","19,176","Monkey Bar","122,311",54752,"D0574",153.0693138,-27.59003317,"6,948,208.49","WAKERLEY PK PLAYGROUND","UPPER BODY EQUIPMENT"
"PLAYGROUND NODE","WAKERLEY PARK (RUNCORN)",null,"506,842.69","19,176","Airglide","122,312",54753,"D0574",153.0693337,-27.59002476,"6,948,209.42","WAKERLEY PK PLAYGROUND","UPPER BODY EQUIPMENT"
"BALANCE OF PARK","DAW ROAD PARK",null,"507,511.49","20,613","pedestrian","108,869",54757,"D0575",153.0761066,-27.584613,"6,948,808.48","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","DAW ROAD PARK",null,"507,484.91","20,613","pedestrian","108,871",54758,"D0575",153.0758362,-27.58307381,"6,948,978.99","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","YUGARAPUL PARK",null,"507,173.41","19,172","BIKE RAIL","142,300",54791,"D0576",153.0726777,-27.57944044,"6,949,381.64","BALANCE OF PARK","BIKE RACK"
"BALANCE OF PARK","YUGARAPUL PARK",null,"507,423.54","19,172","SHARED PATHWAY","4,362",54792,"D0576",153.0752102,-27.57695391,"6,949,656.92","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","YUGARAPUL PARK",null,"506,647.64","19,172","SHARED PATHWAY","142,329",54793,"D0576",153.0673526,-27.58229818,"6,949,065.39","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","YUGARAPUL PARK",null,"507,218.36","19,172","SHARED PATHWAY","142,313",54794,"D0576",153.073133,-27.57921432,"6,949,406.66","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","YUGARAPUL PARK",null,"506,662.02","19,172","SHARED PATHWAY","142,328",54795,"D0576",153.0674981,-27.58198665,"6,949,099.89","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","YUGARAPUL PARK",null,"507,184.16","19,172","SHARED PATHWAY","142,314",54796,"D0576",153.0727866,-27.57944742,"6,949,380.86","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","BENELONG PARK","MODUPLAY EXERCISE STATION","503,992.42","17,549",null,"181,855",54897,"D0577",153.0403858,-27.40525785,"6,968,676.78","BALANCE OF PARK","FITNESS EXERCISE EQUIPMENT"
"RECREATION NODE","D.J.SHERRINGTON PARK",null,"498,694.78","18,731","Half Basketball court","11,345",55032,"D0580",152.986774,-27.59711619,"6,947,425.76","D.J. SHERRINGTON PK SKATE FACILITY & ACTIVITY SPACE","BASKETBALL/NETBALL FACILITY"
"BALANCE OF PARK","D.J.SHERRINGTON PARK",null,"498,599.82","18,726","SHARED BIKEWAY","135,225",55041,"D0580",152.9858117,-27.59767717,"6,947,363.61","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","D.J.SHERRINGTON PARK",null,"498,702.46","18,726","SHARED BIKEWAY","135,227",55042,"D0580",152.9868517,-27.59808046,"6,947,318.95","BALANCE OF PARK","BIKEWAY"
"OPEN SPACE BUILDING NODE","D.J.SHERRINGTON PARK",null,"498,593.98","18,733","SHARED BIKEWAY","135,239",55043,"D0580",152.9857525,-27.59766823,"6,947,364.60","D.J. SHERRINGTON PK TOILET","BIKEWAY"
"BALANCE OF PARK","D.J.SHERRINGTON PARK",null,"498,615.88","18,726","SHARED BIKEWAY","135,226",55044,"D0580",152.9859744,-27.59745267,"6,947,388.48","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","D.J.SHERRINGTON PARK",null,"498,667.33","18,726","GOAL POST","135,213",55150,"D0580",152.9864958,-27.59765034,"6,947,366.59","BALANCE OF PARK","RECREATION FACILITY COMPONENT"
"RECREATION NODE","D.J.SHERRINGTON PARK",null,"498,694.63","18,731","GOAL POST","135,238",55151,"D0580",152.9867724,-27.59737944,"6,947,396.60","D.J. SHERRINGTON PK SKATE FACILITY & ACTIVITY SPACE","RECREATION FACILITY COMPONENT"
"RECREATION NODE","D.J.SHERRINGTON PARK",null,"498,651.14","18,731","Pool replica bowl, cradle & street area","47,674",55169,"D0580",152.9863318,-27.59714233,"6,947,422.86","D.J. SHERRINGTON PK SKATE FACILITY & ACTIVITY SPACE","SKATE FACILITY"
"RECREATION NODE","D.J.SHERRINGTON PARK",null,"498,725.57","18,731","Volleyball","11,350",55173,"D0580",152.9870859,-27.59785144,"6,947,344.32","D.J. SHERRINGTON PK SKATE FACILITY & ACTIVITY SPACE","SPORTING COURT"
"BALANCE OF PARK","THRUSH STREET PARK",null,"497,713.80","18,712","SHARED BIKEWAY","134,899",55224,"D0582",152.976833,-27.59975697,"6,947,133.10","BALANCE OF PARK","BIKEWAY"
"RECREATION NODE","THRUSH STREET PARK",null,"497,900.09","18,717","ROAD RULE PRACTICE TRACK","135,024",55225,"D0582",152.9787209,-27.59868088,"6,947,252.33","SWALLOW ST SKATE FACILITY & JR CYCLE TRAINING CIRCUIT","BIKEWAY"
"RECREATION NODE","THRUSH STREET PARK",null,"497,873.29","18,717","ROAD RULE PRACTICE TRACK","135,026",55226,"D0582",152.9784493,-27.59879865,"6,947,239.28","SWALLOW ST SKATE FACILITY & JR CYCLE TRAINING CIRCUIT","BIKEWAY"
"RECREATION NODE","THRUSH STREET PARK",null,"497,892.99","18,717","ROAD RULE PRACTICE TRACK","135,025",55227,"D0582",152.978649,-27.5984745,"6,947,275.19","SWALLOW ST SKATE FACILITY & JR CYCLE TRAINING CIRCUIT","BIKEWAY"
"BALANCE OF PARK","THRUSH STREET PARK",null,"497,873.83","18,712","SHARED BIKEWAY","134,990",55228,"D0582",152.9784549,-27.59854299,"6,947,267.60","BALANCE OF PARK","BIKEWAY"
"RECREATION NODE","THRUSH STREET PARK",null,"497,756.23","18,599","Rebound wall and slab","33,421",55312,"D0582",152.9772631,-27.59918287,"6,947,196.70","THRUSH ST REBOUND WALL","REBOUND WALL"
"RECREATION NODE","THRUSH STREET PARK",null,"497,882.82","18,717","Shallow concrete bowl","11,392",55328,"D0582",152.9785459,-27.59908232,"6,947,207.86","SWALLOW ST SKATE FACILITY & JR CYCLE TRAINING CIRCUIT","SKATE FACILITY"
"RECREATION ACCESS","CORMORANT STREET PARK",null,"497,117.97","12,141","SHARED","131,614",55351,"D0584",152.9707951,-27.60025245,"6,947,078.09","CORMORANT ST SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","CORMORANT STREET PARK",null,"497,110.88","12,141","SHARED","131,615",55352,"D0584",152.9707239,-27.59765134,"6,947,366.21","CORMORANT ST SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","CORMORANT STREET PARK",null,"497,043.55","12,141",null,"131,617",55353,"D0584",152.9700414,-27.59866077,"6,947,254.38","CORMORANT ST SHARED PATHWAY NETWORK","BIKEWAY"
"RECREATION ACCESS","CORMORANT STREET PARK",null,"497,151.47","12,141","SHARED","131,616",55354,"D0584",152.9711354,-27.59686167,"6,947,453.69","CORMORANT ST SHARED PATHWAY NETWORK","BIKEWAY"
"BALANCE OF PARK","CLIPPER STREET PARK",null,"496,990.94","18,701","Concrete","11,436",55470,"D0585",152.9695073,-27.60204465,"6,946,879.54","BALANCE OF PARK","BIKEWAY"
"RECREATION NODE","HOCK DAVIS PARK",null,"496,543.82","18,699","Half Basketball","11,464",55489,"D0586",152.9649788,-27.5943498,"6,947,731.77","LILAC ST HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION ACCESS","HOCK DAVIS PARK",null,"496,499.98","29,709","SHARED","131,256",55492,"D0586",152.964535,-27.59305627,"6,947,875.04","HOCK DAVIS PK BIKEWAY","BIKEWAY"
"BALANCE OF PARK","HOCK DAVIS PARK",null,"496,785.06","18,694","SHARED","131,258",55493,"D0586",152.9674239,-27.5923872,"6,947,949.23","BALANCE OF PARK","BIKEWAY"
"BALANCE OF PARK","HOCK DAVIS PARK",null,"496,571.01","18,694","SHARED","131,257",55494,"D0586",152.9652544,-27.59418276,"6,947,750.28","BALANCE OF PARK","BIKEWAY"
"RECREATION NODE","HOCK DAVIS PARK",null,"496,546.18","18,699","BASKETBALL HOOP","131,260",55557,"D0586",152.9650027,-27.59438889,"6,947,727.44","LILAC ST HALF COURT","RECREATION FACILITY COMPONENT"
"RECREATION NODE","ERIDANUS STREET PARK",null,"496,332.87","18,690","Half Basketball","11,490",55573,"D0587",152.9628392,-27.60052111,"6,947,048.12","ERIDANUS ST HALF COURT","BASKETBALL/NETBALL FACILITY"
"RECREATION NODE","ERIDANUS STREET PARK",null,"496,332.12","18,690","BASKETBALL HOOP","131,217",55618,"D0587",152.9628316,-27.60047236,"6,947,053.52","ERIDANUS ST HALF COURT","RECREATION FACILITY COMPONENT"
"RECREATION NODE","ERIDANUS STREET PARK",null,"496,333.21","18,690","BASKETBALL HOOP","131,218",55619,"D0587",152.9628426,-27.60057086,"6,947,042.61","ERIDANUS ST HALF COURT","RECREATION FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,407.98","13,829","practice soccer net","162,963",55670,"D0591",153.1255842,-27.46703348,"6,961,828.51","MORETON BAY SPORTS CLUB","ATHLETIC FACILITY"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,414.22","13,829","small practice soccer net","162,964",55671,"D0591",153.1256482,-27.46773291,"6,961,751.03","MORETON BAY SPORTS CLUB","ATHLETIC FACILITY"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,465.23","13,829","practice soccer net","162,965",55672,"D0591",153.1261642,-27.4675378,"6,961,772.59","MORETON BAY SPORTS CLUB","ATHLETIC FACILITY"
"RECREATION ACCESS","CARMICHAEL PARK",null,"512,609.56","13,554","Shared pathway","26,590",55727,"D0591",153.1276278,-27.46996337,"6,961,503.77","CARMICHAEL PK SHARED PATHWAY","BIKEWAY"
"RECREATION ACCESS","CARMICHAEL PARK",null,"512,669.79","13,554",null,"163,122",55728,"D0591",153.1282416,-27.47357526,"6,961,103.63","CARMICHAEL PK SHARED PATHWAY","BIKEWAY"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,097.12","13,829",null,"176,395",55737,"D0591",153.1224396,-27.46860092,"6,961,655.20","MORETON BAY SPORTS CLUB","CRICKET PITCH"
"SPORTING NODE","CARMICHAEL PARK",null,"503,059.57","13,830","Turf wicket","130,778",55738,"D0591",153.0309683,-27.47275804,"6,961,200.31","WYNNUM DISTRICT SOCCER FACILITY","CRICKET PITCH"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,410.23","13,829","Turf wicket","176,420",55739,"D0591",153.1256088,-27.4686594,"6,961,648.41","MORETON BAY SPORTS CLUB","CRICKET PITCH"
"SPORTING NODE","CARMICHAEL PARK",null,"512,271.46","13,830","tiered seating- 3 rows, moveable","16,275",55827,"D0591",153.1242037,-27.46811221,"6,961,709.16","WYNNUM DISTRICT SOCCER FACILITY","GRANDSTAND"
"SPORTING NODE","CARMICHAEL PARK",null,"512,163.12","13,830","Net (Cricket)","54,213",55897,"D0591",153.1231082,-27.46909245,"6,961,600.69","WYNNUM DISTRICT SOCCER FACILITY","PRACTICE CRICKET NET"
"SPORTING NODE","CARMICHAEL PARK",null,"512,095.05","13,704","Sight Screen (Cricket)","54,214",55942,"D0591",153.1224194,-27.46925168,"6,961,583.12","WYNNUM MANLY DISTRICT CRICKET FACILITY","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,438.67","13,829","soccer net","163,702",55943,"D0591",153.1258945,-27.46674521,"6,961,860.41","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,459.40","13,829","soccer net","163,703",55944,"D0591",153.1261047,-27.46708339,"6,961,822.93","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,421.91","13,829","soccer net","163,705",55945,"D0591",153.1257252,-27.46707019,"6,961,824.43","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,337.14","13,829","soccer net","163,707",55946,"D0591",153.1248672,-27.46705047,"6,961,826.70","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,360.31","13,829","soccer net","163,709",55947,"D0591",153.1251021,-27.46737165,"6,961,791.10","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,296.64","13,829","soccer net","163,711",55948,"D0591",153.1244574,-27.467158,"6,961,814.83","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,316.25","13,829","soccer net","163,720",55949,"D0591",153.1246568,-27.46791436,"6,961,731.03","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,385.32","13,829","soccer net","163,719",55950,"D0591",153.1253558,-27.46789857,"6,961,732.71","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,388.46","13,829","soccer net","163,718",55951,"D0591",153.1253874,-27.46773883,"6,961,750.40","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,413.71","13,829","soccer net","163,717",55952,"D0591",153.1256432,-27.46789587,"6,961,732.98","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,408.25","13,829","soccer net","163,716",55953,"D0591",153.1255879,-27.46789592,"6,961,732.98","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,414.65","13,829","soccer net","163,715",55954,"D0591",153.1256525,-27.46773426,"6,961,750.88","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,410.70","13,829","soccer net","163,714",55955,"D0591",153.1256125,-27.46773087,"6,961,751.26","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,357.20","13,829","soccer net","163,713",55956,"D0591",153.125071,-27.46768549,"6,961,756.34","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,370.67","13,829","soccer net","163,712",55957,"D0591",153.1252069,-27.46727631,"6,961,801.65","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,263.17","13,829","shade shelter","163,736",55958,"D0591",153.1241202,-27.46850229,"6,961,665.96","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,371.34","13,829","shade shelter","163,730",55959,"D0591",153.1252137,-27.46737399,"6,961,790.83","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,418.15","13,829","soccer net","163,727",55960,"D0591",153.1256868,-27.46673158,"6,961,861.94","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,304.56","13,829","soccer net","163,726",55961,"D0591",153.1245396,-27.46889057,"6,961,622.91","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,214.91","13,829","soccer net","163,725",55962,"D0591",153.123632,-27.46876553,"6,961,636.85","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,247.49","13,829","soccer net","163,724",55963,"D0591",153.1239598,-27.4669916,"6,961,833.31","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,232.42","13,829","soccer net","163,723",55964,"D0591",153.1238082,-27.46779947,"6,961,743.84","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
"CLUB ACTIVITY NODE","CARMICHAEL PARK",null,"512,230.16","13,829","soccer net","163,722",55965,"D0591",153.1237854,-27.46787605,"6,961,735.36","MORETON BAY SPORTS CLUB","SPORT FACILITY COMPONENT"
